Proposal Name,Name,Unit Type,No of Desks,Centre: Name,Contract Number,Status,Account Name,Account Owner,Centre,Duplicate Check
CHN/MN/01168/4,CHN/MN/PS/20,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/PS/22,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/PS/24,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/PS/26,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/PS/28,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/PS/60,Private Studio,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01915/1,CHN/MN/DD/24,Dedicated Desk,1,CoWrks OMR,1562,Activated,Product Hunt,Antoinette Monisha,CoWrks OMR,
CHN/MN/01860/1,CHN/MN/DD/38,Dedicated Desk,1,CoWrks OMR,1583,Activated,Augustus Athigaman,Jithin Raj,CoWrks OMR,
CHN/MN/02649/1,CHN/MN/DD/15,Dedicated Desk,5,CoWrks OMR,2151,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02649/1,CHN/MN/DD/16,Dedicated Desk,5,CoWrks OMR,2151,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02649/1,CHN/MN/DD/17,Dedicated Desk,5,CoWrks OMR,2151,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02649/1,CHN/MN/DD/20,Dedicated Desk,5,CoWrks OMR,2151,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02649/1,CHN/MN/DD/21,Dedicated Desk,5,CoWrks OMR,2151,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02786/1,CHN/MN/DD/45,Dedicated Desk,1,CoWrks OMR,2236,Activated,Aditya Vani Info Systems Private Limited,Rumpa Das,CoWrks OMR,
CHN/MN/02899/2,CHN/MN/CP/4BFF/017,Car Parking,0,CoWrks OMR,2361,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02899/2,CHN/MN/CP/4BFF/018,Car Parking,0,CoWrks OMR,2361,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02899/2,CHN/MN/CP/4BFF/019,Car Parking,0,CoWrks OMR,2361,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02899/2,CHN/MN/CP/4BFF/034,Car Parking,0,CoWrks OMR,2361,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02747/2,CHN/MN/PS/58,Private Studio,21,CoWrks OMR,2403,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02747/2,CHN/MN/PS/59,Private Studio,21,CoWrks OMR,2403,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02833/1,CHN/MN/DD/06,Dedicated Desk,2,CoWrks OMR,2278,Activated,Tritrix,Antoinette Monisha,CoWrks OMR,
CHN/MN/02833/1,CHN/MN/DD/07,Dedicated Desk,2,CoWrks OMR,2278,Activated,Tritrix,Antoinette Monisha,CoWrks OMR,
CHN/MN/02860/1,CHN/MN/CP/FF/001,Car Parking,0,CoWrks OMR,2330,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01020/1,CHN/MN/CP/011,Car Parking,4,CoWrks OMR,967,Activated,CiberSites India Pvt. Ltd.,Deepika Bisht,CoWrks OMR,
CHN/MN/01020/1,CHN/MN/BP/001,Bike Parking,4,CoWrks OMR,967,Activated,CiberSites India Pvt. Ltd.,Deepika Bisht,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/039,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/040,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/041,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/042,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/043,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/044,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/045,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01168/4,CHN/MN/CP/FF/046,Car Parking,211,CoWrks OMR,1740,Activated,Shell India Markets Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/02131/1,CHN/MN/DD/42,Dedicated Desk,3,CoWrks OMR,1876,Activated,Aditya Vani Info Systems Private Limited,Rumpa Das,CoWrks OMR,
CHN/MN/02131/1,CHN/MN/DD/43,Dedicated Desk,3,CoWrks OMR,1876,Activated,Aditya Vani Info Systems Private Limited,Rumpa Das,CoWrks OMR,
CHN/MN/02131/1,CHN/MN/DD/44,Dedicated Desk,3,CoWrks OMR,1876,Activated,Aditya Vani Info Systems Private Limited,Rumpa Das,CoWrks OMR,
CHN/MN/03128/1,CHN/MN/DD/39,Dedicated Desk,3,CoWrks OMR,2479,Activated,Leap  Mantra,Antoinette Monisha,CoWrks OMR,
CHN/MN/03128/1,CHN/MN/DD/36,Dedicated Desk,3,CoWrks OMR,2479,Activated,Leap  Mantra,Antoinette Monisha,CoWrks OMR,
CHN/MN/03128/1,CHN/MN/DD/37,Dedicated Desk,3,CoWrks OMR,2479,Activated,Leap  Mantra,Antoinette Monisha,CoWrks OMR,
CHN/MN/01113/1,CHN/MN/PS/07,Private Studio,30,CoWrks OMR,1295,Activated,Conde Nast India Private Limited,Jithin Raj,CoWrks OMR,
CHN/MN/01642/2,CHN/MN/DD/31,Dedicated Desk,1,CoWrks OMR,1299,Activated,Daily Ninja Delivery Services Pvt Ltd,Smriti Gautam,CoWrks OMR,
CHN/MN/02335/1,CHN/MN/DD/05,Dedicated Desk,1,CoWrks OMR,2075,Activated,Lumera Software Solutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02364/4,CHN/MN/DD/01,Dedicated Desk,1,CoWrks OMR,1933,Activated,IBITS TECHNOLOGY SOLUTIONS,Antoinette Monisha,CoWrks OMR,
CHN/MN/02364/4,CHN/MN/BP/FF/021.1,Bike Parking,1,CoWrks OMR,1933,Activated,IBITS TECHNOLOGY SOLUTIONS,Antoinette Monisha,CoWrks OMR,
CHN/MN/02252/1,CHN/MN/DD/09,Dedicated Desk,2,CoWrks OMR,1880,Activated,Leap  Mantra,Antoinette Monisha,CoWrks OMR,2
CHN/MN/02750/1,CHN/MN/DD/14,Dedicated Desk,5,CoWrks OMR,2314,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02750/1,CHN/MN/DD/11,Dedicated Desk,5,CoWrks OMR,2314,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02750/1,CHN/MN/DD/12,Dedicated Desk,5,CoWrks OMR,2314,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02750/1,CHN/MN/DD/13,Dedicated Desk,5,CoWrks OMR,2314,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02430/1,CHN/MN/DD/41,Dedicated Desk,1,CoWrks OMR,2073,Activated,Salvagnini Group,Antoinette Monisha,CoWrks OMR,
CHN/MN/03062/1,CHN/MN/DD/04,Dedicated Desk,3,CoWrks OMR,2487,Activated,LegalEase Solutions India Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/03062/1,CHN/MN/DD/09,Dedicated Desk,3,CoWrks OMR,2487,Activated,LegalEase Solutions India Pvt Ltd,Antoinette Monisha,CoWrks OMR,2
CHN/MN/02750/1,CHN/MN/DD/10,Dedicated Desk,5,CoWrks OMR,2314,Activated,Obotap ESolutions Private Limited,Antoinette Monisha,CoWrks OMR,2
CHN/MN/01577/1,CHN/MN/PS/11,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/12,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/13,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/21,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01394/1,CHN/MN/DD/25,Dedicated Desk,1,CoWrks OMR,1074,Activated,Virtual Tech Gurus India Pvt Ltd,Jithin Raj,CoWrks OMR,
CHN/MN/01548/1,CHN/MN/DD/22,Dedicated Desk,1,CoWrks OMR,1236,Activated,National Fire Protection & Hazard Control,Antoinette Monisha,CoWrks OMR,
CHN/MN/01651/1,CHN/MN/DD/32,Dedicated Desk,4,CoWrks OMR,1319,Activated,Rayles And Roobie Technologies Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/01651/1,CHN/MN/DD/33,Dedicated Desk,4,CoWrks OMR,1319,Activated,Rayles And Roobie Technologies Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/01651/1,CHN/MN/DD/34,Dedicated Desk,4,CoWrks OMR,1319,Activated,Rayles And Roobie Technologies Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/02252/1,CHN/MN/DD/19,Dedicated Desk,2,CoWrks OMR,1880,Activated,Leap  Mantra,Antoinette Monisha,CoWrks OMR,
CHN/MN/03062/1,CHN/MN/DD/10,Dedicated Desk,3,CoWrks OMR,2487,Activated,LegalEase Solutions India Pvt Ltd,Antoinette Monisha,CoWrks OMR,2
CHN/MN/01577/1,CHN/MN/PS/02/023,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/02783/1,CHN/MN/DD/18,Dedicated Desk,1,CoWrks OMR,2234,Activated,Rayles And Roobie Technologies Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/003,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/004,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/005,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/006,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/007,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/008,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/009,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/010,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/011,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/012,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/CP/FF/013,Car Parking,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/14,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/15,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01577/1,CHN/MN/PS/16,Private Studio,104,CoWrks OMR,1383,Activated,Conduent Business Services India LLP,Jithin Raj,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/29,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/30,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/31,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/32,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/33,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/35,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/36,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/37,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/38,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/39,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/40,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/41,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/42,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/43,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/44,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/45,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/46,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/47,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/48,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/49,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/50,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/51,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/52,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/53,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/54,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/55,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/56,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/57,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/034,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/035,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/036,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/002,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/001,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/003,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/004,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/005,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/006,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/007,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/010,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/008,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/011,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/009,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/012,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/013,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/014,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/015,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/016,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/023,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/024,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/025,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/026,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/027,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/028,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/029,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/030,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/031,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/032,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/CP/FF/033,Car Parking,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01789/1,CHN/MN/DD/03,Dedicated Desk,1,CoWrks OMR,1467,Activated,Koshavrudhi,Jithin Raj,CoWrks OMR,
CHN/MN/01636/1,CHN/MN/DD/30,Dedicated Desk,1,CoWrks OMR,1293,Activated,Virtual Tech Gurus India Pvt Ltd,Jithin Raj,CoWrks OMR,
CHN/MN/01651/1,CHN/MN/DD/35,Dedicated Desk,4,CoWrks OMR,1319,Activated,Rayles And Roobie Technologies Private Limited,Antoinette Monisha,CoWrks OMR,
CHN/MN/01495/2,CHN/MN/PS/34,Private Studio,238,CoWrks OMR,1416,Activated,Chargebee Technologies Pvt Ltd,Antoinette Monisha,CoWrks OMR,
CHN/MN/01020/1,CHN/MN/PS/25,Private Studio,4,CoWrks OMR,967,Activated,CiberSites India Pvt. Ltd.,Deepika Bisht,CoWrks OMR,
MUM/BC/02116/1,MUM/BC/DD/03/011,Dedicated Desk,1,CoWrks Worli,1756,Activated,Deepak Sood,Sneha Khemani,CoWrks Worli,
MUM/BC/01936/1,MUM/BC/PS/03/064,Private Studio,4,CoWrks Worli,1586,Activated,India SME Investments LLP,Sneha Khemani,CoWrks Worli,
MUM/BC/01957/1,MUM/BC/PS/03/056,Private Studio,8,CoWrks Worli,1589,Activated,Varde India Investment Adviser Private Limited,Sneha Khemani,CoWrks Worli,
MUM/BC/02985/1,MUM/BC/PS/02/016,Private Studio,23,CoWrks Worli,2467,Activated,Sanctum Wealth Management Private Limited,Sneha Khemani,CoWrks Worli,
MUM/BC/02985/1,MUM/BC/PS/02/022,Private Studio,23,CoWrks Worli,2467,Activated,Sanctum Wealth Management Private Limited,Sneha Khemani,CoWrks Worli,
MUM/BC/02985/1,MUM/BC/PS/02/023,Private Studio,23,CoWrks Worli,2467,Activated,Sanctum Wealth Management Private Limited,Sneha Khemani,CoWrks Worli,
MUM/BC/02254/1,MUM/BC/FD/02/018,Flexible Desk,1,CoWrks Worli,1873,Activated,Prinseps Auctions (P) Ltd,Sneha Khemani,CoWrks Worli,
MUM/BC/02707/1,MUM/BC/FD/02/022,Flexible Desk,1,CoWrks Worli,2198,Activated,Leverage Edu,Sneha Khemani,CoWrks Worli,
MUM/BC/02493/1,MUM/BC/CP/017,Car Parking,6,CoWrks Worli,2226,Activated,Optiva India Technologies Private Limited,Maaz Shaikh,CoWrks Worli,
MUM/BC/02548/4,MUM/BC/PS/03/057,Private Studio,6,CoWrks Worli,2264,Activated,Ciena Communications India Pvt Ltd,Maaz Shaikh,CoWrks Worli,
MUM/BC/02906/1,MUM/BC/FD/02/030,Flexible Desk,3,CoWrks Worli,2380,Activated,Indeed Communications Pvt Ltd.,Sneha Khemani,CoWrks Worli,
MUM/BC/02906/1,MUM/BC/FD/02/031,Flexible Desk,3,CoWrks Worli,2380,Activated,Indeed Communications Pvt Ltd.,Sneha Khemani,CoWrks Worli,
MUM/BC/02906/1,MUM/BC/FD/02/032,Flexible Desk,3,CoWrks Worli,2380,Activated,Indeed Communications Pvt Ltd.,Sneha Khemani,CoWrks Worli,
MUM/BC/02901/1,MUM/BC/DD/02/002,Dedicated Desk,1,CoWrks Worli,2455,Activated,The First Estate,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/016,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/024,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/026,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/033,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/034,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
MUM/BC/02869/1,MUM/BC/FD/02/035,Flexible Desk,13,CoWrks Worli,2390,Activated,Karza Technologies,Sneha Khemani,CoWrks Worli,
